curriculum_version,year_level_text,course_code,course_name_th,credits_text,plo_code,sub_plo_code,mapping_level,source_filename
2565,พยาบาลศาสตรบัณฑิต ชั้นปีที่ 1,GE 101,ภาษาไทยเชิงวิชาการ,3(2-2-5),PLO1,1.3,R,Curriculum mapping 2565.xlsx
